glyph,phonetic,family,pinyin,cantonese,on,kun,korean,vietnamese
𠄘,㇇,㇇,,sing4,,,,
𠄙,,,,,,,,
𠄚,,,tīng,,,,,
𠄛,,,,,,,,
𠄜,事,事,,,,,,thờ
𠄝,,,,,,,,
𠄞,,,,,,,,
𠄟,,,,,,,,
𠄠,,,,,,,,
𠄡,,,,,,,,
𠄢,囘,囘,,,,,,
𠄣,,,gèn,,,,,
𠄤,,,,,,,,
𠄥,,,,,,,,
𠄦,,,,,,,,gộp
𠄧,,,,,,,,vài
𠄨,,,,,,,,
𠄩,,,,,,,,hai
𠄪,,,,,,,,
𠄫,,,,,,,,
𠄬,朿,朿,,,,,조,
𠄭,,,,,,,,
𠄮,,,yà,,,,,
𠄯,本,本,,,,,,bẩn
𠄰,,,,,,,,
𠄱,,,yí,,,,,
𠄲,,,,,,,,
𠄳,劫,去,,,,,,kép
𠄴,,,,,,,,
𠄵,,,,,,,,
𠄶,任,壬,,,,,,nhăm
𠄷,,,,,,,,
𠄸,,,,,,,,
𠄹,敂,,,,,,,
𠄺,,,,,,,,giếng
𠄻,五,五,,,,,,lăm
𠄼,南,南,,,,,,năm
𠄽,排,非,,,,,,vài
𠄾,,,,,,,,
𠄿,圍,囗,wéi,,,,,
𠅀,,,,,,,,
𠅁,,,,,,,,
𠅂,,,jié,,,,,
𠅃,,,,,,,,
𠅄,,,,,,,,
𠅅,,,,,,,,
𠅆,,,,,,,,
𠅇,,,,,,,,
𠅈,,,,,,,,
𠅉,,,,,,,,
𠅊,,,,,,,,
𠅋,,,,,,,,
𠅌,,,yí,,,,,
𠅍,末,末,,,,,,mất
𠅎,失,乙,,,,,,mất
𠅏,,,,,,,,
𠅐,失,乙,,,,,,mất
𠅑,,,,,,,,
𠅒,末,末,,,,,,mất
𠅓,,,,,,,,
𠅔,,,,,,,,
𠅕,,,,,,,,
𠅖,,,,,,,,
𠅗,夜,夜,diè,,,,,
𠅘,,,,,,,,
𠅙,,,,,,,,
𠅚,使,史,qí,,,,,
𠅛,,,,,,,,
𠅜,例,列,,,,,,lề
𠅝,,,,,,,,
𠅞,,,,,,,,
𠅟,,,,,,,,
𠅠,,,,,,,,
𠅡,,,,,,,,
𠅢,,,,,,,,
𠅣,,,,,,,,
𠅤,,,xí,,,,,
𠅥,,,,,,,,
𠅦,,,,,,,,
𠅧,,,,,,,,
𠅨,,,,,,,,
𠅩,,,,,,,,
𠅪,,,,,,,,
𠅫,,,,,,,,
𠅬,,,bāo,,,,,
𠅭,,,,,,,,
𠅮,,,,,,,,
𠅯,,,,,,,,
𠅰,,,,,,,,
𠅱,夜,夜,xiè,,,,,
𠅲,,,,,,,,
𠅳,員,囗,,,,,,quên
𠅴,,,,,,,,
𠅵,,,,,,,,
𠅶,,,,,,,,
𠅷,,,,,,,,
𠅸,,,,,,,,
𠅹,亭,丁,zhàng,,,,,
𠅺,乆,,,,,,,
𠅻,涓,囗,,,,,,quên
𠅼,秩,乙,,,,,,mất
𠅽,,,,,,,,
𠅾,,,,,,,,
𠅿,,,,,,,,
𠆀,,,,,,,,
𠆁,㼌,,,,,,,
𠆂,,,,,,,,
𠆃,,,,,,,,
𠆄,,,,,,,,
𠆅,,,,,,,,
𠆆,,,,,,,,
𠆇,,,,,,,,
𠆈,,,,,,,,
𠆉,,,,,,,,
𠆊,,,,,,,,
𠆋,,,,,,,,
𠆌,亯,亯,yōng,jung4,,,,
𠆍,䐜,真,,,,,,sởn
𠆎,圍,囗,,,,,,
𠆏,,,,,,,,
𠆐,,,xù,,,,,
𠆑,,,,,,,,
𠆒,,,,,,,,
𠆓,,,,,,,,
𠆔,,,,,,,,
𠆕,,,,,,,,
𠆖,,,,,,,,
𠆗,,,,,,,,
𠆘,,,,,,,,
𠆙,夜,夜,diè,,,,,
𠆚,,,,,,,,
𠆛,,,dān,,,,,
𠆜,,,,,,,,
𠆝,,,,,,,,
𠆞,,,,,,,,
𠆟,,,wěi,,,,,
𠆠,,,,,,,,
𠆡,,,,,,,,
𠆢,,,,,,,,
𠆣,,,guǎ,,,,,
𠆤,,,,ding1 zaang1 zang1,,,,
𠆥,,,,,,,,
𠆦,,,,,,,,
𠆧,,,,,,,,
𠆨,,,,,,,,
𠆩,,,fàn,faan2,,,,
𠆪,,,,,,,,
𠆫,才,才,,coi4,,,,
𠆬,,,,,,,,
𠆭,,,,,,,,
𠆮,,,mò,,,,,
𠆯,,,,,,,,
𠆰,,,,,,,,
𠆱,,,xī,,,,,
𠆲,,,yǎn,,,,,
𠆳,,,,,,,,trùm
𠆴,,,,,,,,
𠆵,兮,兮,ní,,,,,
𠆶,,,dàn,,,,,
𠆷,,,,,,,,
𠆸,,,,,,,,
𠆹,,,,,,,,
𠆺,,,,,,,,
𠆻,,,,,,,,
𠆼,,,,,,,,
𠆽,,,,,,,,
𠆾,,,,,,,,
𠆿,乌,,,,,,,
𠇀,,,,,,,,
𠇁,引,引,,jan5,,,,
𠇂,,,,,,,,
𠇃,,,,,,,,
𠇄,,,,,,,,
𠇅,,,,,,,,
𠇆,,,,,,,,
𠇇,,,,,,,,
𠇈,,,,,,,,
𠇉,,,,,,,,
𠇊,,,,,,,,
𠇋,,,dǎn,,,,,
𠇌,,,,,,,,
𠇍,,,,,,,,với
𠇎,卝,卝,,,,,,
𠇏,,,tāo,,,,,
𠇐,,,,,,,,
𠇑,,,,,,,,
𠇒,,,gōng,,,,,
𠇓,,,,,,,,
𠇔,,,,mou4,,,,
𠇕,,,,,,,,va
𠇖,乏,乏,,,,,,bợm
𠇗,,,kuā,,,,,
𠇘,戉,戉,chù,,,,,
𠇙,,,,,,,,
𠇚,,,,,,,,
𠇛,,,,,,,,
𠇜,,,,,,,,
𠇝,,,,,,,,
𠇞,,,,,,,,
𠇟,,,,,,,,
𠇠,,,,,,,,
𠇡,,,,,,,,
𠇢,,,,,,,,
𠇣,,,,,,,,
𠇤,,,,,,,,
𠇥,,,,,,,,
𠇦,,,,,,,,
𠇧,,,,,,,,
𠇨,,,,,,,,
𠇩,,,,,,,,
𠇪,,,,,,,,
𠇫,,,,,,,,
𠇬,,,,,,,,
𠇭,,,,,,,,
𠇮,,,,,,,,
𠇯,丘,丘,qù,,,,,
𠇰,,,,,,,,
𠇱,末,末,mò,,,,,
𠇲,术,术,,jau1,,,,
𠇳,,,shī,,,,,
𠇴,夯,,,,,,,
𠇵,,,gǎn,,,,,
𠇶,,,,,,,,
𠇷,,,shēng,,,,,
𠇸,,,,,,,,
𠇹,,,,,,,,
𠇺,,,,,,,,
𠇻,,,,,,,,
𠇼,乎,乎,,,,,,hùa
𠇽,匝,匝,,,,,,tốp
𠇾,,,,,,,,
𠇿,丱,丱,,,,,,
𠈀,,,,,,,,
𠈁,,,tuō,,,,,
𠈂,,,,,,,,
𠈃,,,,,,,,
𠈄,,,,waan6,,,,
𠈅,收,丩,shōu,,,,,
𠈆,,,,,,,,
𠈇,,,,,,,,
𠈈,,,,,,,,
𠈉,,,,,,,,
𠈊,,,niě,,,,,
𠈋,戎,十,,,,,,nhòng
𠈌,,,,jyu4,,,,
𠈍,,,,,,,,
𠈎,,,,,,,,
𠈏,,,,,,,,
𠈐,,,,,,,,
𠈑,,,,,,,,
𠈒,,,,,,,,
𠈓,両,両,,,,,,
𠈔,,,,lap6,,,,
𠈕,,,,,,,,
𠈖,,,,,,,,
𠈗,,,,,,,,
𠈘,,,,,,,,
𠈙,㦮,,,,,,,
𠈚,,,,,,,,
𠈛,刖,月,,,,,,
𠈜,,,,,,,,
𠈝,,,,,,,,
𠈞,,,,,,,,
𠈟,,,,,,,,
𠈠,,,,,,,,
𠈡,,,,,,,,
𠈢,,,,,,,,
𠈣,,,,,,,,
𠈤,,,yùn,,,,,
𠈥,冎,冎,guǎ,,,,,
𠈦,,,,,,,,
𠈧,,,,,,,,
𠈨,,,,,,,,
𠈩,,,,,,,,
𠈪,,,,,,,,
𠈫,,,,,,,,
𠈬,,,xiāo,,,,,
𠈭,牢,牢,láo,,,,,
𠈮,,,,,,,,
𠈯,,,,,,,,
𠈰,延,延,dàn,,,,,
𠈱,沙,丿,suō,,,,,
𠈲,,,,,,,,
𠈳,,,,,,,,
𠈴,,,,,,,,
𠈵,尨,尨,mǎng,,,,,
𠈶,岌,及,yí,,,,,
𠈷,,,,,,,,
𠈸,忒,,tè,,,,,
𠈹,㳊,,,jau4,,,,
𠈺,坒,匕,bì,,,,,
𠈻,,,,,,,,
𠈼,,,,,,,,
𠈽,凥,,,,,,,
𠈾,,,,,,,,
𠈿,,,,,,,,
𠉀,,,,,,,,
𠉁,,,,,,,,
𠉂,达,大,tà,,,,,
𠉃,些,此,,,,,,
𠉄,,,,,,,,
𠉅,,,,,,,,
𠉆,庇,匕,,,,,,
𠉇,,,,,,,,
𠉈,,,,,,,,
𠉉,,,,,,,,
𠉊,,,,,,,,
𠉋,,,,,,,,
𠉌,,,,,,,,
𠉍,,,,,,,,
𠉎,,,,,,,,
𠉏,,,,,,,,
𠉐,,,,,,,,
𠉑,,,,,,,,
𠉒,,,,,,,,
𠉓,,,,,,,,
𠉔,,,,,,,,
𠉕,叓,,,,,,,
𠉖,,,,,,,,
𠉗,乱,乱,luò,,,,,
𠉘,,,,,,,,
𠉙,,,,,,,,
𠉚,,,,,,,,
𠉛,成,丁,,sing4,,,,
𠉜,,,,,,,,vãi
𠉝,,,,,,,,nghĩ
𠉞,尼,匕,,,,,,nay
𠉟,杄,,,,,,,xiên
𠉠,,,,,,,,trày
𠉡,,,,,,,,
𠉢,囦,囦,xǐ,,,,,
𠉣,昏,昏,hūn,,,,,
𠉤,沓,沓,dá,,,,,
𠉥,,,,,,,,
𠉦,,,,,,,,
𠉧,,,jù,,,,,
𠉨,佉,,,,,,,
𠉩,毒,毒,dú,,,,,
𠉪,,,,,,,,
𠉫,往,主,,,,,,
𠉬,,,ǎn,,,,,
𠉭,,,,,,,,
𠉮,劵,龹,,,,,,
𠉯,,,,,,,,
𠉰,,,,,,,,
𠉱,房,方,,,,,,phường
𠉲,,,,,,,,
𠉳,,,,,,,,
𠉴,,,,jyu5,,,,
𠉵,定,定,,ding6,,,,
𠉶,,,,,,,,
𠉷,,,,,,,,
𠉸,,,,,,,,
𠉹,,,,,,,,
𠉺,,,,,,,,
𠉻,,,,,,,,
𠉼,,,,,,,,
𠉽,,,,,,,,
𠉾,芩,,,,,,,
𠉿,仲,中,,,,,,
𠊀,,,,,,,,
𠊁,芸,云,,,,,,
𠊂,,,,,,,,
𠊃,,,,,,,,
𠊄,,,,,,,,
𠊅,,,,,,,,
𠊆,,,,,,,,
𠊇,,,,,,,,
𠊈,,,,,,,,
𠊉,会,会,mèi,,,,,
𠊊,,,,,,,,
𠊋,,,,,,,,
𠊌,,,rán,,,,,
𠊍,,,,,,,,
𠊎,厓,圭,ái,,,,,
𠊏,侁,,yù,,,,,
𠊐,,,,,,,,
𠊑,㕻,不,,,,,,
𠊒,,,jiàn,,,,,
𠊓,㫄,,,,,,,
𠊔,泣,立,qì,,,,,
𠊕,,,,,,,,
𠊖,,,,,,,,
𠊗,,,,,,,,
𠊘,,,,,,,,
𠊙,宜,宜,,ji4,,,,nghè
𠊚,㝵,㝵,,,,,,ngài
𠊛,㝵,㝵,,,,,,người
𠊜,妬,石,,,,,,nhố
𠊝,代,代,,,,,,thay
𠊞,忠,中,,zung1,,,,
𠊟,,,mǐn,,,,,thằng
𠊠,芬,分,,fan1,,,,
𠊡,羌,羊,,,,,,vững
𠊢,,,,,,,,
𠊣,,,zhòu,,,,,
𠊤,,,zhì,,,,,
𠊥,沝,,zhǒng,,,,,
𠊦,,,nǎo,,,,,
𠊧,並,並,bìng,,,,,
𠊨,㢲,弓,,,,,,
𠊩,孨,孨,zhuàn,,,,,
𠊪,壴,壴,shù,,,,,
𠊫,㝁,旬,xùn,,,,,toạng
𠊬,卻,谷,jué,,,,,
𠊭,咸,咸,qiǎn,,,,,
𠊮,,,,,,,,
𠊯,,,,,,,,
𠊰,咼,冎,guǎ,,,,,
𠊱,,,,,,,,
𠊲,突,突,tū,,,,,
𠊳,㪅,,,,,,,
𠊴,㡿,屰,,,,,,
𠊵,,,,,,,,
𠊶,,,yìng,,,,,
𠊷,致,至,zhì,zi6,,,,
𠊸,,,,,,,,
𠊹,,,,,,,,
𠊺,,,,,,,,
𠊻,,,,,,,,
𠊼,,,,,,,,
𠊽,,,,,,,,
𠊾,癸,癸,kuí,,,,,
𠊿,宣,亘,,syun1,,,,
𠋀,勇,用,,jung5,,,,
𠋁,,,,,,,,
𠋂,,,,,,,,
𠋃,,,,,,,,
𠋄,,,,,,,,
𠋅,,,,,,,,
𠋆,亲,亲,chèn,,,,,
𠋇,,,,,,,,
𠋈,奕,亦,,,,,,
𠋉,,,,,,,,
𠋊,甭,,,,,,,
𠋋,,,,,,,,
𠋌,,,,,,,,
𠋍,,,,,,,,
𠋎,,,,,,,,
𠋏,貟,厶,,,,,,
𠋐,,,,,,,,
𠋑,,,,,,,,
𠋒,㕺,,,,,,,
𠋓,,,,,,,,
𠋔,,,,,,,,
𠋕,,,,,,,,
𠋖,柬,柬,liàn,,,,,
𠋗,,,yā,,,,,
𠋘,,,,,,,,
𠋙,,,,,,,,
𠋚,,,,,,,,
𠋛,,,,,,,,
𠋜,,,guò,,,,,
𠋝,眇,丿,miǎo,,,,,
𠋞,虵,,shé,,,,,
𠋟,臾,臾,yǔ,,,,,
𠋠,,,,,,,,
𠋡,,,sì,,,,,
𠋢,叜,叜,sǒu,,,,,
𠋣,,,,,,,,
𠋤,室,至,zhì,,,,,
𠋥,眉,眉,,mei4,,,,mày
𠋦,某,某,,,,,,mụ
𠋧,恒,亘,qiē,,,,,
𠋨,,,,,,,,
𠋩,㚆,,fù,,,,,
𠋪,宦,宦,,,,,,
𠋫,,,,,,,,
𠋬,狊,狊,jú,,,,,
𠋭,,,bèi,,,,,
𠋮,,,,,,,,
𠋯,舀,舀,bì,,,,,
𠋰,,,,,,,,
𠋱,,,,,,,,
𠋲,索,索,suǒ,,,,,
𠋳,,,,,,,,
𠋴,,,,,,,,
𠋵,虔,文,qiǎn,,,,,
𠋶,冥,冖,mǐng,,,,,
𠋷,蚩,之,chǎn,,,,,
𠋸,,,,,,,,
𠋹,,,,,,,,
𠋺,蚤,叉,sāo,,,,,tao
𠋻,畟,畟,jī,,,,,
𠋼,圄,五,,,,,,
𠋽,,,,,,,,
𠋾,,,,,,,,
𠋿,,,,,,,,
𠌀,,,,,,,,
𠌁,,,,,,,,
𠌂,,,,,,,,
𠌃,,,,,,,,
𠌄,,,,,,,,
𠌅,茤,,,,,,,
𠌆,,,,,,,,
𠌇,,,,,,,,
𠌈,,,,,,,,
𠌉,,,,,,,,
𠌊,,,,paa4,,,,
𠌋,俗,谷,,,,,,
𠌌,,,,,,,,
𠌍,,,,,,,,
𠌎,,,,,,,,
𠌏,,,,,,,,
𠌐,,,,,,,,
𠌑,,,,,,,,
𠌒,蚊,文,,,,,,
𠌓,,,,,,,,
𠌔,,,,,,,,
𠌕,,,gòng,,,,,
𠌖,,,qióng,,,,,
𠌗,,,,,,,,
𠌘,,,,,,,,
𠌙,,,,,,,,
𠌚,,,ròng,,,,,
𠌛,,,,,,,,
𠌜,,,,,,,,
𠌝,,,,,,,,
𠌞,,,sǒu,,,,,
𠌟,,,sǒu,,,,,
𠌠,,,yáo,,,,,
𠌡,送,送,,,,,,
𠌢,俗,谷,,,,,,
𠌣,宭,君,,,,,,
𠌤,,,,,,,,
𠌥,烏,烏,,wu1 wu3,,,,
𠌦,納,内,,,,,,nập
𠌧,拿,拿,,,,,,nạ
𠌨,匪,非,,,,,,phía
𠌩,,,,,,,,
𠌪,,,chōu,,,,,
𠌫,,,,,,,,
𠌬,,,,,,,,
𠌭,率,率,shuài,,,,,
𠌮,庶,庶,zhē,,,,,
𠌯,离,离,lì,,,,,
𠌰,既,旡,gài,,,,,
𠌱,奞,,suī,,,,,
𠌲,斬,斬,zhān,,,,,
𠌳,,,,,,,,
𠌴,舂,舂,zhuàng,,,,,
𠌵,,,,,,,,
𠌶,,,,,,,,
𠌷,,,,,,,,
𠌸,屛,并,,,,,,
𠌹,,,,,,,,
𠌺,,,,,,,,
𠌻,,,,,,,,
𠌼,,,,,,,,
𠌽,旉,父,fù,,,,,
𠌾,莪,我,,,,,,
𠌿,,,,,,,,
𠍀,涷,東,,,,,,
𠍁,敏,母,,man3,,,,
𠍂,,,,,,,,
𠍃,飢,几,jī,,,,,
𠍄,,,dōu,,,,,
𠍅,,,,mak6,,,,
𠍆,莉,利,,lei6,,,,
𠍇,,,,caan3,,,,
𠍈,,,,,,,,
𠍉,牽,玄,,,,,,
𠍊,,,,,,,,
𠍋,,,,,,,,
𠍌,,,,,,,,
𠍍,,,,,,,,
𠍎,貮,二,,,,,,
𠍏,,,,,,,,
𠍐,狐,瓜,,,,,,
𠍑,,,,,,,,
𠍒,問,門,,,,,,
𠍓,崙,侖,,,,,,
𠍔,,,,,,,,
𠍕,崑,昆,,,,,,
𠍖,釣,勺,,,,,,
𠍗,,,huì,,,,,
𠍘,,,,,,,,
𠍙,,,,,,,,
𠍚,,,jiǎn,,,,,
𠍛,,,yǎn,,,,,
𠍜,直,直,zhì,,,,,
𠍝,,,,,,,,
𠍞,,,,,,,,
𠍟,侗,,,,,,,
𠍠,谻,,,,,,,
𠍡,,,,,,,,
𠍢,,,,,,,,
𠍣,排,非,,,,,,bầy
𠍤,荸,孛,,,,,,bụt
𠍥,貶,乏,,,,,,bợm
𠍦,,,,,,,,hèn
𠍧,,,,,,,,
𠍨,,,měi,,,,,
𠍩,,,yào,,,,,
𠍪,,,dī,,,,,
𠍫,欷,㐅,yí,,,,,
𠍬,,,,,,,,
𠍭,,,,,,,,gấp
𠍮,,,,,,,,
𠍯,敝,㡀,bié,,,,,
𠍰,,,,,,,,
𠍱,,,,,,,,
𠍲,渠,渠,qú,,,,,
𠍳,,,yì,,,,,
𠍴,,,,,,,,
𠍵,羕,羊,yàng,,,,,dáng
𠍶,,,,,,,,
𠍷,,,,,,,,
𠍸,眾,,,,,,,
𠍹,答,合,zhá,,,,,
𠍺,,,,,,,,
𠍻,,,,,,,,
𠍼,,,,,,,,
𠍽,奢,者,shà,,,,,
𠍾,,,,jin2,,,,
𠍿,貫,貫,,gun3 gwun3,,,,
𠎀,,,,git6,,,,
𠎁,,,,,,,,
𠎂,,,,,,,,
𠎃,,,,,,,,
𠎄,,,,,,,,
𠎅,,,,,,,,
𠎆,,,,,,,,
𠎇,,,,,,,,
𠎈,,,,,,,,
𠎉,,,,,,,,
𠎊,森,森,,,,,,xúm
𠎋,雯,文,,,,,,
𠎌,,,,,,,,
𠎍,,,,,,,,
𠎎,,,,,,,,
𠎏,肿,,,,,,,
𠎐,菁,生,,,,,,
𠎑,,,,,,,,
𠎒,悶,門,,,,,,
𠎓,,,,,,,,
𠎔,犇,犇,,,,,,
𠎕,,,,,,,,
𠎖,,,,,,,,
𠎗,,,,,,,,
𠎘,,,,,,,,
𠎙,,,lái,,,,,
𠎚,,,,,,,,
𠎛,,,,,,,,
𠎜,,,,,,,,
𠎝,,,,,,,,
𠎞,期,其,,,,,,
𠎟,值,直,,,,,,
𠎠,景,京,,ging2,,,,
𠎡,,,,,,,,
𠎢,,,,,,,,
𠎣,,,,,,,,
𠎤,,,,,,,,
𠎥,,,,,,,,
𠎦,,,,,,,,
𠎧,絜,丯,,git3,,,,
𠎨,,,,,,,,cắp
𠎩,悲,非,,,,,,bay
𠎪,屡,婁,,,,,,lũ
𠎫,朝,朝,,,,,,chầu
𠎬,等,之,,,,,,đấng
𠎭,,,,,,,,
𠎮,厥,欠,jué,,,,,
𠎯,,,,,,,,
𠎰,,,qī,,,,,
𠎱,兓,兓,,,,,,
𠎲,萅,屯,,,,,,
𠎳,,,yú,,,,,
𠎴,,,,,,,,vải
𠎵,豙,豕,,ai6 ngai6,,,,
𠎶,,,zǎi,,,,,
𠎷,䪞,,sà,,,,,
𠎸,嗇,嗇,sè,,,,,
𠎹,,,,,,,,
𠎺,,,,,,,,
𠎻,遁,盾,dùn,,,,,
𠎼,,,,,,,,
𠎽,煢,卂,,,,,,
𠎾,寋,,,,,,,
𠎿,解,解,jiě,,,,,
𠏀,過,冎,kē,,,,,
𠏁,隗,鬼,,,,,,
𠏂,,,,,,,,
𠏃,蛾,我,yuē,,,,,
𠏄,聖,壬,,,,,,
𠏅,窟,出,,,,,,
𠏆,葡,父,,,,,,
𠏇,,,jiǎn,,,,,
𠏈,,,yáo,,,,,
𠏉,,,,gon3,,,,
𠏊,,,,,,,,
𠏋,愚,禺,,jyu4,,,,
𠏌,,,,,,,,
𠏍,,,,,,,,
𠏎,哖,人,,,,,,
𠏏,,,,,,,,
𠏐,,,,,,,,
𠏑,,,,,,,,
𠏒,,,,,,,,
𠏓,,,xiān,,,,,
𠏔,,,,,,,,
𠏕,,,xiào,,,,,
𠏖,㚠,羔,qiāo,,,,,
𠏗,,,,,,,,
𠏘,,,,,,,,
𠏙,,,,,,,,
𠏚,愈,兪,yù,,,,,
𠏛,,,qú,,,,,
𠏜,,,,,,,,
𠏝,,,,,,,,
𠏞,,,,,,,,
𠏟,稟,㐭,,,,,,bặm
𠏠,跬,,,,,,,gã
𠏡,零,令,xiān,,,,,
𠏢,亂,亂,luò,,,,,
𠏣,,,,,,,,
𠏤,,,guǎng,,,,,
𠏥,,,,,,,,ngài
𠏦,,,,,,,,đừng
𠏧,倉,倉,chēng,,,,,
𠏨,䆫,匆,chuǎng,,,,,
𠏩,訔,言,yí,,,,,
𠏪,,,,,,,,
𠏫,,,zhěng,,,,,
𠏬,信,信,,,,,,
𠏭,聚,取,zòng,,,,,tụi
𠏮,對,對,duì,,,,,
𠏯,搴,,,,,,,
𠏰,廌,廌,zhǎi,,,,,
𠏱,,,,,,,,
𠏲,署,者,,,,,,thợ
𠏳,似,以,,,,,,giống
𠏴,疐,疐,,,,,,
𠏵,鳳,鳳,,fung6,,,,
𠏶,寡,寡,,,,,,
𠏷,蜜,必,,,,,,
𠏸,,,,,,,,
𠏹,国,国,,,,,,
𠏺,匱,臾,,,,,,
𠏻,,,,,,,,
𠏼,嘉,加,,gaa1,,,,
𠏽,,,,,,,,
𠏾,,,,,,,,
𠏿,,,fěi,,,,,
𠐀,,,yí,,,,,
𠐁,蒙,冡,méng,,,,,
𠐂,,,,,,,,
𠐃,,,,,,,,
𠐄,,,,,,,,
𠐅,,,,,,,,nghè
𠐆,,,,,,,,
𠐇,,,,,,,,
𠐈,臱,臱,biān,,,,,
𠐉,節,卩,jié,,,,,
𠐊,豎,豆,shù,,,,,
𠐋,膠,翏,liáo,,,,,
𠐌,罷,能,bǐ,,,,,
𠐍,數,婁,sú,,,,,
𠐎,蔓,冃,,,,,,
𠐏,,,,,,,,
𠐐,,,,,,,,
𠐑,,,dì,,,,,
𠐒,,,,,,,,
𠐓,瑩,,,jing4,,,,
𠐔,魯,魚,,lou5,,,,
𠐕,鄰,舛,,,,,,
𠐖,,,,,,,,
𠐗,眼,艮,,,,,,
𠐘,,,,,,,,
𠐙,,,,,,,,
𠐚,䴡,,,,,,,
𠐛,,,,,,,,
𠐜,,,,,,,,
𠐝,適,帝,,,,,,
𠐞,磊,磊,,,,,,trỗi
𠐟,寮,尞,,liu4,,,,
𠐠,嘼,,,,,,,
𠐡,輩,非,bèi,,,,,
𠐢,翫,元,wèn,,,,,
𠐣,憨,敢,,,,,,
𠐤,,,,,,,,
𠐥,,,,,,,,
𠐦,,,,,,,,
𠐧,瞢,𦭝,méng,,,,,
𠐨,,,,,,,,
𠐩,閻,臽,chǎn,,,,,
𠐪,,,,,,,,
𠐫,,,,,,,,
𠐬,,,,,,,,đòi
𠐭,㽔,,,,,,,
𠐮,,,,,,,,
𠐯,選,巽,,,,,,
𠐰,企,止,,,,,,
𠐱,,,,,,,,
𠐲,,,,,,,,
𠐳,,,,,,,,
𠐴,縣,県,,,,,,
𠐵,導,道,dǎo,,,,,
𠐶,,,,,,,,
𠐷,,,,,,,,
𠐸,堆,隹,,,,,,dôi
𠐹,畨,,,,,,,
𠐺,頻,頻,pín,,,,,
𠐻,蹇,,jiǎn,,,,,
𠐼,臨,品,lìn,,,,,
𠐽,歸,帚,guì,,,,,
𠐾,倛,,qī,,,,,
𠐿,薨,薨,hōng,,,,,
𠑀,戴,,,,,,,
𠑁,儉,僉,,,,,,
𠑂,,,,,,,,
𠑃,,,jí,,,,,
𠑄,燮,燮,xiè,,,,,
𠑅,䆸,登,zhēng,,,,,
𠑆,,,chǎn,,,,,
𠑇,,,,,,,,
𠑈,濫,監,,,,,,trộm
𠑉,退,退,,,,,,thói
𠑊,厳,敢,,,,,,
𠑋,弄,弄,,,,,,lọng
𠑌,,,,,,,,
𠑍,夒,夒,,,,,,
𠑎,,,,,,,,
𠑏,,,,,,,,
𠑐,,,yáo,,,,,
𠑑,,,chǎn,,,,,
𠑒,,,,,,,,
𠑓,,,,,,,,
𠑔,㬥,,,,,,,
𠑕,語,五,,,,,,ngửa
𠑖,嵬,鬼,,,,,,ngôi
𠑗,,,,,,,,
𠑘,顛,真,diān,,,,,
𠑙,寵,龍,chòng,,,,,
𠑚,,,néi,,,,,
𠑛,茍,,néi,,,,,
𠑜,,,,,,,,
𠑝,,,,,,,,
𠑞,,,zhài,,,,,
𠑟,邊,臱,biān,,,,,
𠑠,韲,,,,,,,
𠑡,,,chǎn,,,,,
𠑢,藝,埶,,,,,,nghè
𠑣,,,,,,,,
𠑤,,,,,,,,
𠑥,籌,壽,,cau4,,,,
𠑦,孽,𡶫,,,,,,
𠑧,勸,吅,,,,,,
𠑨,闞,敢,,,,,,
𠑩,,,,,,,,
𠑪,囂,囂,xiāo,,,,,
𠑫,,,,,,,,
𠑬,饒,垚,,,,,,nhau
𠑭,,,,,,,,
𠑮,,,,,,,,
𠑯,,,cù,,,,,
𠑰,,,xīn,,,,,
𠑱,景,京,jǐng,,,,,
𠑲,僉,僉,qiān,,,,,
𠑳,,,,,,,,
𠑴,清,生,qīng,,,,,
𠑵,哲,折,,,,,,
𠑶,,,,,,,,
𠑷,,,,,,,,
𠑸,,,,,,,,
𠑹,,,gǔ,,,,,
𠑺,,,,,,,,
𠑻,,,,,,,,
𠑼,,,,,,,,
𠑽,,,,,,,,
𠑾,,,,,,,,
𠑿,,,,,,,,
𠒀,,,,,,,,
𠒁,,,,,,,,
𠒂,,,,,,,,
𠒃,,,,,,,,
𠒄,,,wù,,,,,
𠒅,,,,,,,,
𠒆,,,,,,,,
𠒇,,,,maau6,,,,
𠒈,,,,,,,,
𠒉,,,,,,,,
𠒊,,,,,,,,
𠒋,兇,凶,,,,,,
𠒌,,,,,,,,
𠒍,,,,,,,,
𠒎,,,,fu4,,,,
𠒏,,,,,,,,
𠒐,,,,,,,,
𠒑,,,,jyun4,,,,
𠒒,引,引,,jan5,,,,
𠒓,,,,,,,,
𠒔,,,,,,,,
𠒕,,,,,,,,
𠒖,,,,,,,,
𠒗,,,,,,,,
𠒘,,,,,,,,
𠒙,,,,,,,,
𠒚,,,,,,,,
𠒛,,,,,,,,
𠒜,,,yuǎn,,,,,
𠒝,丙,丙,bǐng,,,,,
𠒞,,,,,,,,
𠒟,,,,,,,,
𠒠,,,,,,,,
𠒡,,,,,,,,
𠒢,兔,兔,wán,,,,,
𠒣,行,行,,hang4,,,,
𠒤,,,,,,,,
𠒥,床,爿,,,,,,ràng
𠒦,吕,吕,,,,,,rỡ
𠒧,,,,,,,,
𠒨,,,,,,,,
𠒩,,,,,,,,
𠒪,,,,,,,,
𠒫,,,,,,,,
𠒬,,,,,,,,vặc
𠒭,,,,,,,,
𠒮,,,,,,,,
𠒯,,,,,,,,nhóc
𠒰,兒,兒,niǎo,,,,,
