glyph,phonetic,pinyin,cantonese,on,kun,korean,vietnamese
𣸽,苯,,,,,,
𣸾,点,,,,,,
𣸿,,,,,,,
𣹀,,,,,,,
𣹁,泊,,,,,,
𣹂,,,,,,,
𣹃,,,,,,,
𣹄,,,,,,,
𣹅,,,,,,,
𣹆,,,,,,,
𣹇,,kè,,,,,
𣹈,,,,,,,
𣹉,泴,,,,,,
𣹊,䑣,,,,,,
𣹋,鳬,fú,,,,,
𣹌,秌,,,,,,
𣹍,㢴,,,,,,
𣹎,㢲,,,,,,
𣹏,孨,,,,,,
𣹐,,,,,,,
𣹑,虽,,,,,,
𣹒,,mǐn,,,,,
𣹓,苔,,,,,,đầy
𣹔,迥,,,,,,hoảnh
𣹕,律,,,,,,lụt
𣹖,殂,,,,,,tồ
𣹗,珍,,,,,,tràn
𣹘,待,,,,,,dãi
𣹙,郁,,,,,,ọ
𣹚,,pì,,,,,
𣹛,,,,,,,
𣹜,即,jí,,,,,
𣹝,陗,qiào,,,,,
𣹞,冢,zhǒng,,,,,
𣹟,貢,gàn,,,,,cống
𣹠,冤,yuān,,,,,
𣹡,耆,chí,,,,,
𣹢,,,,,,,
𣹣,,,,,,,
𣹤,挐,,,,,,
𣹥,倩,qiàn,,,,,
𣹦,,,,,,,
𣹧,窄,zuó,,,,,
𣹨,,,,,,,
𣹩,脅,xié,,,,,
𣹪,旄,máo,,,,,
𣹫,,,,,,,
𣹬,,hú,,,,,
𣹭,流,,,,,,
𣹮,,pì,,,,,
𣹯,,xùn,,,,,
𣹰,,,,,,,
𣹱,欱,xiá,,,,,
𣹲,屖,tí,,,,,
𣹳,,,,,,,
𣹴,眚,,,,,,
𣹵,,nà,,,,,
𣹶,夎,chuǎ,,,,,
𣹷,,,,,,,
𣹸,,,,,,,
𣹹,烕,,,,,,
𣹺,,,,,,,
𣹻,,,,,,,
𣹼,耼,,,,,,
𣹽,,,,,,,
𣹾,,,,,,,
𣹿,,,,,,,
𣺀,,wǔ,,,,,
𣺁,,,,,,,
𣺂,,,,,,,
𣺃,,,,,,,
𣺄,,,,,,,
𣺅,,,,,,,
𣺆,,,,,,,
𣺇,,,,,,,
𣺈,倚,,ji2,,,,
𣺉,冧,,lam1,,,,
𣺊,家,,gaa1,,,,
𣺋,茜,,sin6,,,,
𣺌,,,,,,,
𣺍,,,,,,,
𣺎,㴆,,,,,,
𣺏,,,,,,,
𣺐,眣,,,,,,
𣺑,,,,,,,
𣺒,,,,,,,
𣺓,,,,,,,
𣺔,,,,,,,
𣺕,軒,,,,,,
𣺖,,,,,,,
𣺗,,,,,,,
𣺘,,,,,,,
𣺙,,,,,,,
𣺚,,,,,,,
𣺛,,,,,,,
𣺜,,,,,,,
𣺝,,,,,,,
𣺞,,,,,,,
𣺟,,,,,,,
𣺠,財,,,,,,
𣺡,埀,,,,,,
𣺢,,,,,,,
𣺣,,,,,,,
𣺤,,,,,,,
𣺥,,,,,,,
𣺦,,,,,,,
𣺧,,,,,,,
𣺨,,,,,,,
𣺩,,,,,,,
𣺪,,,,,,,
𣺫,,,,,,,
𣺬,荒,huāng,,,,,
𣺭,,xuè,,,,,
𣺮,套,tào,,,,,
𣺯,,,,,,,
𣺰,哨,qiào,,,,,
𣺱,笋,,,,,,
𣺲,,,,,,,
𣺳,,jiāo,,,,,
𣺴,,,,,,,
𣺵,,,,,,,
𣺶,,,,,,,
𣺷,胷,,,,,,
𣺸,洋,,,,,,
𣺹,展,,zin2,,,,
𣺺,徒,,,,,,dò
𣺻,盎,,,,,,đắm
𣺼,党,dǎng,,,,,đoảng
𣺽,罢,bài,,,,,bãi
𣺾,茹,,,,,,nhựa
𣺿,峯,,fung1,,,,
𣻀,納,,,,,,nuột
𣻁,針,,,,,,chặm
𣻂,哲,,,,,,sết
𣻃,倍,,,,,,bụi
𣻄,徐,,,,,,sờ
𣻅,沙,,,,,,cát
𣻆,孫,,,,,,tuôn
𣻇,退,,,,,,xối
𣻈,俸,,,,,,bỏng
𣻉,,,,,,,dưới
𣻊,,,,,,,
𣻋,,,,,,,
𣻌,,,,,,,
𣻍,,dàng,,,,,
𣻎,,kòu,,,,,
𣻏,梟,,,,,,
𣻐,虘,jū,,,,,
𣻑,殺,shā,,,,,
𣻒,旍,jīng,,,,,
𣻓,旌,,,,,,
𣻔,㶾,,,,,,
𣻕,,mó,,,,,mà
𣻖,,nóu,,,,,
𣻗,移,,ji4,,,,dề
𣻘,梢,shuò,,,,,
𣻙,,,,,,,
𣻚,術,shù,,,,,
𣻛,舂,zhuāng,,,,,
𣻜,符,fú,,,,,
𣻝,,,,,,,
𣻞,畤,,,,,,
𣻟,,zāng,,,,,
𣻠,斜,xié,,,,,
𣻡,莨,làng,,,,,
𣻢,通,tōng,,,,,
𣻣,,,,,,,
𣻤,,,,,,,
𣻥,,,,,,,
𣻦,酓,,,,,,
𣻧,捻,,,,,,
𣻨,,,,,,,
𣻩,,zhé,,,,,
𣻪,赦,,,,,,
𣻫,,,,,,,
𣻬,,càn,,,,,
𣻭,,,,,,,
𣻮,岀,yuè,,,,,
𣻯,頃,,,,,,
𣻰,惟,,,,,,
𣻱,晝,zhòu,,,,,
𣻲,,,,,,,
𣻳,頃,,,,,,
𣻴,,,,,,,
𣻵,,,,,,,
𣻶,,,,,,,
𣻷,尉,,wai3,,,,
𣻸,常,,soeng4,,,,
𣻹,堅,,gin1,,,,
𣻺,基,,gei1,,,,
𣻻,莞,,gun1 gwun1,,,,
𣻼,毫,,hou4,,,,
𣻽,脛,,,,,,kênh
𣻾,涅,,,,,,nít
𣻿,莘,,,,,,
𣼀,,,,,,,
𣼁,洋,,,,,,
𣼂,,,,,,,
𣼃,,,,,,,
𣼄,,,,,,,
𣼅,,,,,,,
𣼆,,,,,,,
𣼇,,,,,,,
𣼈,蛋,,,,,,
𣼉,剭,,,,,,
𣼊,,,,,,,
𣼋,,,,,,,
𣼌,,,,,,,
𣼍,崙,,,,,,són
𣼎,,,,,,,
𣼏,,,,,,,
𣼐,閆,,,,,,
𣼑,,,,,,,
𣼒,,,,,,,
𣼓,,,,,,,
𣼔,,,,,,,
𣼕,,,,,,,
𣼖,,,,,,,
𣼗,昗,,,,,,
𣼘,,,,,,,
𣼙,,,,,,,
𣼚,聃,tān,,,,,
𣼛,,,,,,,
𣼜,,,,,,,
𣼝,,,,,,,
𣼞,偘,yán,,,,,
𣼟,,lù,,,,,
𣼠,,yǎn,,,,,
𣼡,,,,,,,
𣼢,䎆,,,,,,
𣼣,,,,,,,
𣼤,,,,,,,
𣼥,莊,,,,,,
𣼦,,zé,,,,,
𣼧,率,shuài,,,,,
𣼨,,,,,,,
𣼩,陰,,,,,,ẩm
𣼪,減,,,,,,bớt
𣼫,野,,,,,,chã
𣼬,,,,,,,đểnh
𣼭,堆,,,,,,dồi
𣼮,匙,,,,,,thìa
𣼯,培,,,,,,vùi
𣼰,,,,,,,lùng
𣼱,偶,,,,,,ngàu
𣼲,唯,,,,,,doi
𣼳,執,,,,,,xọp
𣼴,軟,,,,,,nhẵng
𣼵,莉,,lei6,,,,
𣼶,問,,,,,,vẩn
𣼷,勒,,,,,,lớt
𣼸,戛,,,,,,nhợt
𣼹,眼,,,,,,dợn
𣼺,,,,,,,mèm
𣼻,,,,,,,
𣼼,陳,,,,,,tràn
𣼽,朗,,,,,,lắng
𣼾,聊,,,,,,lẻo
𣼿,,,,,,,
𣽀,,,,,,,ngấu
𣽁,,,zung1,,,,
𣽂,,,,,,,
𣽃,,,,,,,
𣽄,,,,,,,
𣽅,聒,guō,,,,,
𣽆,筑,zhú,,,,,veo
𣽇,菆,,,,,,
𣽈,,rú,,,,,
𣽉,,rú,,,,,
𣽊,,,zeon3,,,,thỏi
𣽋,,,,,,,
𣽌,欿,kǎn,,,,,
𣽍,臮,jì,,,,,
𣽎,臯,gāo,,,,,
𣽏,,,,,,,
𣽐,,,,,,,
𣽑,逩,,,,,,
𣽒,貰,xiè,,,,,
𣽓,,,,,,,
𣽔,,,,,,,
𣽕,,òu,,,,,
𣽖,,jiān,,,,,
𣽗,琢,,,,,,
𣽘,,,,,,,
𣽙,,,,,,,
𣽚,戠,zhí,,,,,
𣽛,答,zhá,,,,,
𣽜,,,,,,,
𣽝,江,hǒng,,,,,
𣽞,晷,,,,,,
𣽟,款,kuǎn,,,,,
𣽠,淠,,,,,,
𣽡,博,bó,bok3,,,,
𣽢,,,,,,,
𣽣,,,,,,,
𣽤,策,sè,,,,,
𣽥,頇,àn,,,,,
𣽦,,jiàn,,,,,
𣽧,,,,,,,
𣽨,,téng,,,,,
𣽩,旒,,,,,,
𣽪,,,,,,,
𣽫,,sōng,,,,,
𣽬,,,,,,,
𣽭,,mèng,,,,,
𣽮,汝,yín,,,,,
𣽯,,tān,,,,,
𣽰,洀,guō,,,,,
𣽱,,,,,,,
𣽲,牽,,,,,,
𣽳,,ruán,,,,,
𣽴,喟,wèi,,,,,
𣽵,,,,,,,
𣽶,,,,,,,
𣽷,赐,sì,,,,,
𣽸,窖,,,,,,
𣽹,,,,,,,
𣽺,,,,,,,
𣽻,隈,,,,,,
𣽼,猋,,,,,,
𣽽,,,,,,,
𣽾,,,,,,,
𣽿,程,,cing4,,,,
𣾀,,,wui6,,,,
𣾁,萁,,kei4,,,,
𣾂,階,,gaai1,,,,
𣾃,減,,,,,,ngót
𣾄,臮,,,,,,
𣾅,,,,,,,
𣾆,,,,,,,
𣾇,,,,,,,
𣾈,寍,,,,,,
𣾉,,,,,,,
𣾊,,,,,,,
𣾋,䆣,,,,,,
𣾌,,,,,,,
𣾍,联,,,,,,
𣾎,,,,,,,
𣾏,琦,,kei4,,,,
𣾐,椅,,,,,,
𣾑,,,,,,,
𣾒,,,,,,,
𣾓,喪,,,,,,
𣾔,琴,,,,,,
𣾕,,,,,,,
𣾖,菱,,,,,,
𣾗,溸,,,,,,
𣾘,莾,,,,,,
𣾙,,,,,,,
𣾚,凱,,,,,,
𣾛,,,,,,,
𣾜,淼,,,,,,
𣾝,,,,,,,
𣾞,,,,,,,
𣾟,,,,,,,
𣾠,,,,,,,
𣾡,,,,,,,
𣾢,,,,,,,
𣾣,,,,,,,
𣾤,兓,qì,,,,,
𣾥,,,,,,,
𣾦,掌,zhǎng,,,,,
𣾧,,,,,,,
𣾨,睂,,,,,,
𣾩,,,,,,,
𣾪,,,,,,,
𣾫,惢,,,,,,
𣾬,,,,,,,
𣾭,,,,,,,
𣾮,,,,,,,
𣾯,,,,,,,
𣾰,,,,,,,
𣾱,,,,,,,
𣾲,,,,,,,
𣾳,,,,,,,
𣾴,菐,,buk6,,,,
𣾵,絶,,,,,,choẹt
𣾶,隊,,,,,,dội
𣾷,喬,,kiu4,,,,
𣾸,提,,,,,,đìa
𣾹,逸,,,,,,giặt
𣾺,開,,,,,,khơi
𣾻,啫,,,,,,chã
𣾼,越,,,,,,vượt
𣾽,毳,,,,,,xối
𣾾,,,,,,,bụi
𣾿,喂,,,,,,ói
𣿀,浦,,pou2,,,,
𣿁,,,,,,,
𣿂,,,,,,,
𣿃,隅,,,,,,ngấu
𣿄,嵗,,,,,,
𣿅,董,dǒng,dung2,,,,rỏng
𣿆,鳧,fú,,,,,
𣿇,稔,shěn,,,,,đắm
𣿈,窣,sù,,,,,
𣿉,詣,yì,,,,,
𣿊,湅,liàn,,,,,
𣿋,,,,,,,
𣿌,遏,hé,,,,,ạt
𣿍,,,,,,,
𣿎,葴,zhēn,,,,,
𣿏,,,,,,,
𣿐,賊,zé,,,,,
𣿑,,,,,,,
𣿒,辠,cuǐ,,,,,
𣿓,罪,cuǐ,,,,,
𣿔,,,,,,,
𣿕,,,,,,,
𣿖,,,,,,,
𣿗,,,,,,,
𣿘,楊,,,,,,
𣿙,,,,,,,
𣿚,㮚,,,,,,
𣿛,,,,,,,
𣿜,,,,,,,
𣿝,葑,fèng,,,,,
𣿞,裏,lǐ,,,,,
𣿟,,kòu,,,,,
𣿠,,,,,,,
𣿡,,,,,,,
𣿢,,,,,,,
𣿣,,xiào,,,,,
𣿤,,yǒu,,,,,
𣿥,,,,,,,
𣿦,賈,,,,,,
𣿧,,,,,,,
𣿨,觧,,,,,,
𣿩,塋,,,,,,
𣿪,,,,,,,
𣿫,叠,,dip6,,,,
𣿬,匯,,wui6,,,,
𣿭,義,,ji4,,,,
𣿮,葵,,kwai4,,,,
𣿯,,,sam1,,,,
𣿰,,,zeon3,,,,
𣿱,,,,,,,
𣿲,,,,,,,
𣿳,,,,,,,
𣿴,,,,,,,
𣿵,,,,,,,
𣿶,,,,,,,
𣿷,,,,,,,
𣿸,,,,,,,
𣿹,圓,,,,,,
𣿺,腰,,,,,,
𣿻,,,,,,,
𣿼,,,,,,,
𣿽,,,,,,,
𣿾,,,,,,,
𣿿,,,,,,,
𤀀,粵,,,,,,
𤀁,沝,,,,,,
𤀂,,,,,,,
𤀃,,háo,,,,,
𤀄,盟,,,,,,
𤀅,,,,,,,
𤀆,,,,,,,
𤀇,䋣,,,,,,
𤀈,,,,,,,
𤀉,,hàn,,,,,
𤀊,貇,kěn,,,,,
𤀋,,,,,,,
𤀌,,,,,,,
𤀍,,,,,,,
𤀎,,,,,,,
𤀏,,,,,,,thía
𤀐,蒂,,,,,,đáy
𤀑,寗,,ling6 ning6,,,,
𤀒,愈,,,,,,nhỏ
𤀓,,,,,,,lọc
𤀔,飲,,,,,,ẩm
𤀕,塞,,,,,,ráy
𤀖,嵬,,,,,,ngoi
𤀗,吕,,,,,,rửa
𤀘,葻,,,,,,vùng
𤀙,,,,,,,ồ
𤀚,,,,,,,lượn
𤀛,泥,,,,,,lầy
𤀜,睛,,,,,,tành
𤀝,溸,yù,,,,,
𤀞,著,,,,,,chứa
𤀟,,,,,,,
𤀠,熙,,,,,,
𤀡,,,,,,,
𤀢,,,,,,,
𤀣,,huǎn,,,,,
𤀤,算,suō,,,,,
𤀥,箅,,,,,,
𤀦,剌,là,,,,,
𤀧,,,,,,,
𤀨,窬,dòu,,,,,
𤀩,,jiàn,,,,,
𤀪,,pō,,,,,
𤀫,辡,biǎn,,,,,
𤀬,,,,,,,
𤀭,,,,,,,
𤀮,,,,,,,
𤀯,,,,,,,
𤀰,,xuè,,,,,
𤀱,,,,,,,
𤀲,,biàn,,,,,
𤀳,聞,,,,,,
𤀴,,,,,,,
𤀵,,,,,,,
𤀶,雐,,,,,,
𤀷,育,wèi,,,,,
𤀸,,,,,,,
𤀹,,,zeon3,,,,
𤀺,嘉,,gaa1,,,,
𤀻,罙,,sam1,,,,
𤀼,綠,,luk6,,,,
𤀽,,,ji2,,,,
𤀾,丵,,,,,,
𤀿,,,,,,,
𤁀,彰,,,,,,
𤁁,,,,,,,
𤁂,實,,,,,,
𤁃,,,,,,,
𤁄,,,,,,,
𤁅,,,,,,,
𤁆,,,,,,,
𤁇,蓉,,,,,,
𤁈,,,,,,,
𤁉,,,,,,,
𤁊,,,,,,,
𤁋,歴,,,,,,
𤁌,,,,,,,
𤁍,,,,,,,
𤁎,,,,,,,
𤁏,耤,,,,,,
𤁐,閣,,,,,,
𤁑,,,,,,,
𤁒,,,,,,,
𤁓,瑤,,,,,,dào
𤁔,魁,,,,,,khơi
𤁕,辣,,,,,,lạt
𤁖,裸,,,,,,loã
𤁗,綿,,min4,,,,
𤁘,,,,,,,trong
𤁙,減,,,,,,bớt
𤁚,,,,,,,
𤁛,孕,,,,,,chửa
𤁜,,,,,,,
𤁝,閩,,,,,,
𤁞,,,,,,,
𤁟,,,,,,,
𤁠,遙,,,,,,dào
𤁡,,dàn,,,,,
𤁢,,jié,,,,,
𤁣,罷,bài,,,,,
𤁤,歎,,,,,,
𤁥,輦,niǎn,,,,,
𤁦,,xiàn,,,,,
𤁧,,sè,,,,,
𤁨,瞍,,,,,,
𤁩,質,,,,,,giợt
𤁪,,huá,,,,,
𤁫,,chuā,,,,,
𤁬,蔥,,,,,,
𤁭,,,,,,,
𤁮,,òu,,,,,
𤁯,巤,liè,,,,,
𤁰,智,dí,,,,,
𤁱,蔡,cài,,,,,
𤁲,徹,,,,,,
𤁳,,zhá,,,,,
𤁴,劇,,,,,,
𤁵,閭,lǘ,,,,,
𤁶,,,,,,,
𤁷,適,,,,,,
𤁸,蓼,,,,,,
𤁹,,huò,,,,,
𤁺,,,,,,,
𤁻,,,,,,,
𤁼,,lì,,,,,
𤁽,,yǐng,,,,,
𤁾,,,,,,,
𤁿,胃,wěi,,,,,
𤂀,滿,bì,,,,,
𤂁,,guó,,,,,
𤂂,,,,,,,
𤂃,洎,pì,,,,,
𤂄,,,,,,,
𤂅,清,,zing6,,,,
𤂆,浮,biāo,,,,,
𤂇,孖,,,,,,
𤂈,,,,,,,
𤂉,,,,,,,
𤂊,斲,,,,,,
𤂋,,,ziu2,,,,
𤂌,頡,,kit3,,,,
𤂍,蓮,,lin4,,,,
𤂎,,,,,,,
𤂏,,,,,,,
𤂐,賢,,,,,,
𤂑,,,lung4 nung4,,,,
𤂒,,,,,,,
𤂓,,,,,,,
𤂔,,,,,,,
𤂕,沅,,,,,,
𤂖,影,,,,,,
𤂗,鬧,,,,,,
𤂘,蔵,,,,,,
𤂙,,,,,,,
𤂚,貎,,,,,,
𤂛,,,,,,,
𤂜,㼌,,,,,,
𤂝,,,,,,,
𤂞,,,,,,,
𤂟,,,,,,,
𤂠,溘,yǎn,,,,,
𤂡,芙,,,,,,
𤂢,䴡,,,,,,
𤂣,,,,,,,
𤂤,犇,zhuàn,,,,,
𤂥,,,,,,,
𤂦,,,,,,,
𤂧,蓬,,,,,,bồng
𤂨,模,,,,,,mò
𤂩,,,,,,,rửa
𤂪,震,,,,,,dấn
𤂫,,,,,,,phùn
𤂬,磊,,,,,,lội
𤂭,醉,,,,,,toé
𤂮,鴈,,,,,,
𤂯,,,,,,,
𤂰,,,,,,,
𤂱,黎,,,,,,rề
𤂲,,hóng,,,,,
𤂳,篡,,,,,,
𤂴,,,,,,,
𤂵,縢,,,,,,
𤂶,閵,lìn,,,,,
𤂷,,è,,,,,ứ
𤂸,,,,,,,
𤂹,蕈,yǐn,,,,,
𤂺,覧,làn,,,,,
𤂻,豫,,,,,,
𤂼,,yào,,,,,
𤂽,,,,,,,
𤂾,,,,,,,
𤂿,選,xuàn,,,,,
𤃀,隷,lì,,,,,
𤃁,,,,,,,
𤃂,蕁,,,,,,
𤃃,旙,,,,,,
𤃄,,,,,,,
𤃅,,,,,,,
𤃆,寰,,,,,,
𤃇,,,,,,,
𤃈,,,,,,,
𤃉,,,lik6,,,,
𤃊,丵,,,,,,
𤃋,垚,,,,,,
𤃌,頭,,,,,,
𤃍,霏,,,,,,
𤃎,壁,,,,,,
𤃏,,,,,,,
𤃐,,,,,,,
𤃑,㫗,,,,,,
𤃒,,,,,,,
𤃓,蕋,,,,,,
𤃔,,,,,,,
𤃕,,,,,,,
𤃖,,,,,,,
𤃗,盥,,,,,,
𤃘,,,,,,,
𤃙,丵,,,,,,
𤃚,,,,,,,
𤃛,瓢,,,,,,bều
𤃜,遼,,,,,,leo
𤃝,曆,,,,,,rách
𤃞,,,,,,,mương
𤃟,壅,,,,,,úng
𤃠,,,,,,,nổi
𤃡,穎,,wing6,,,,rãnh
𤃢,廩,,,,,,lõm
𤃣,,,,,,,
𤃤,遶,,,,,,nhão
𤃥,䔲,,,,,,rèm
𤃦,,,,,,,
𤃧,,,,,,,thướt
𤃨,,làn,,,,,
𤃩,霝,líng,,,,,
𤃪,戲,xī,,,,,
𤃫,薨,hōng,,,,,
𤃬,,,wun2 wun5,,,,
𤃭,焦,jiǎo,,,,,
𤃮,斵,zhuó,,,,,
𤃯,,,,,,,
𤃰,縻,,,,,,
𤃱,麋,,,,,,
𤃲,縶,zhí,,,,,
𤃳,畨,,,,,,
𤃴,薉,,,,,,
𤃵,謈,bó,,,,,
𤃶,磴,tēng,,,,,
𤃷,闇,ǎn,,,,,
𤃸,,,,,,,
𤃹,磿,,,,,,
𤃺,,xún,,,,,
𤃻,,lěi,,,,,
𤃼,,zāng,,,,,
𤃽,,huǐ,,,,,
𤃾,簋,,,,,,
𤃿,,,,,,,
𤄀,獲,,,,,,
𤄁,蟄,,,,,,
𤄂,,,,,,,
𤄃,闊,,,,,,
𤄄,沐,,gau1,,,,
𤄅,,,,,,,
𤄆,,,,,,,
𤄇,,,,,,,
𤄈,臨,,,,,,
𤄉,,,,,,,
𤄊,㕓,,,,,,
𤄋,總,,,,,,tỏng
𤄌,折,,,,,,giết
𤄍,留,,,,,,rượu
𤄎,鬩,xì,,,,,
𤄏,,hóng,hung4,,,,
𤄐,霤,,,,,,
𤄑,,fàn,,,,,
𤄒,,jiǎn,,,,,
𤄓,,cóng,,,,,
𤄔,,zá,,,,,
𤄕,,,,,,,
𤄖,雜,cā,,,,,
𤄗,㬥,,,,,,
𤄘,,yōu,,,,,
𤄙,,,siu1,,,,
𤄚,,,,,,,
𤄛,,duì,,,,,
𤄜,,pān,,,,,
𤄝,澧,,,,,,
𤄞,,,,,,,
𤄟,,,,,,,
𤄠,,,,,,,
𤄡,,,,,,,
𤄢,,,,,,,
𤄣,漁,,,,,,
𤄤,潘,,,,,,
𤄥,沓,tà,,,,,
𤄦,,,,,,,
𤄧,䚻,pàn,,,,,
𤄨,,,,,,,
𤄩,,,,,,,
𤄪,,,,,,,
𤄫,旛,fān,,,,,
𤄬,雞,xī,,,,,
𤄭,題,,,,,,rề
𤄮,,,,,,,nhiều
𤄯,竜,,,,,,trong
𤄰,顔,,,,,,nhăn
𤄱,,,,,,,dẫn
𤄲,謹,,,,,,cấn
𤄳,,,,,,,
𤄴,,,,,,,
𤄵,,,,,,,
𤄶,藥,yào,,,,,
𤄷,羅,luó,,,,,
𤄸,,,,,,,
𤄹,類,,,,,,
𤄺,邊,biān,,,,,
𤄻,,,,,,,
𤄼,,jìn,,,,,
𤄽,璽,lì,,,,,
𤄾,羹,,,,,,
𤄿,櫟,,lik1,,,,
𤅀,羸,,jing4,,,,
𤅁,,,,,,,
𤅂,獺,,,,,,
𤅃,亷,,,,,,
𤅄,,,lim4,,,,
𤅅,,,,,,,
𤅆,,,,,,,
𤅇,,,,,,,
𤅈,韲,,,,,,
𤅉,,,,,,,ráng
𤅊,獻,yàn,,,,,
𤅋,竇,dòu,,,,,
𤅌,,,,,,,
𤅍,,,,,,,
𤅎,,màn,pan4,,,,
𤅏,甡,,,,,,
𤅐,溰,gōng,,,,,
𤅑,壤,rǎng,,,,,
𤅒,叅,càn,,,,,
𤅓,,,,,,,
𤅔,籍,,,,,,
𤅕,籌,,cau4,,,,
𤅖,,,pan4,,,,
𤅗,,,jing4,,,,
𤅘,,,,,,,
𤅙,,,,,,,
𤅚,舋,,,,,,
𤅛,䢉,,,,,,
𤅜,,,piu1,,,,veo
𤅝,,,,,,,
𤅞,,,,,,,
𤅟,露,,lou6,,,,
𤅠,驀,,,,,,
𤅡,,,hou6,,,,
𤅢,蘥,,,,,,
𤅣,亹,mén,,,,,
𤅤,,,,,,,
𤅥,,,,,,,
𤅦,,,,,,,
𤅧,蠢,,,,,,xổn
𤅨,,,,,,,
𤅩,,,,,,,
𤅪,,,,,,,
𤅫,,,,,,,
𤅬,,,,,,,
𤅭,,,,,,,
𤅮,懿,,,,,,
𤅯,,,,,,,
𤅰,籥,,,,,,
𤅱,蠱,gǔ,,,,,
𤅲,,shuàn,,,,,
𤅳,,,,,,,
𤅴,濁,,,,,,
𤅵,髓,,,,,,
𤅶,變,,,,,,biển
𤅷,靈,,ling4,,,,
𤅸,鹽,yán,,,,,
𤅹,,bì,,,,,
𤅺,鑫,,jam1,,,,
𤅻,,,,,,,
𤅼,,,,,,,
𤅽,,,,,,,
𤅾,,,,,,,
𤅿,,,,,,,
𤆀,驫,biāo,,,,,
𤆁,,chéng,,,,,
𤆂,,kuì,,,,,
𤆃,,,,,,,
𤆄,,huǒ,,,,,
𤆅,,,,,,,
𤆆,,,,,,,
𤆇,,,,,,,
𤆈,,,,,,,nảy
𤆉,,,,,,,
𤆊,,,,,,,
𤆋,,,,,,,
𤆌,,,,,,,
𤆍,,chì,cek3,,,,
𤆎,,,,,,,
𤆏,亐,wò,,,,,
𤆐,,,,,,,
𤆑,川,còu,,,,,
𤆒,,zhì,,,,,
𤆓,,,,,,,
𤆔,,,,,,,
𤆕,,,,,,,
𤆖,,,,,,,
𤆗,,,,,,,
𤆘,,,,,,,
𤆙,,shuǐ,,,,,
𤆚,,,,,,,
𤆛,,,,,,,
𤆜,,guà,,,,,
𤆝,,pū,,,,,
𤆞,,xù,,,,,
𤆟,,sī,,,,,
𤆠,,,,,,,
𤆡,乌,wǔ,,,,,
𤆢,,,,,,,
𤆣,,,saap6,,,,
𤆤,冗,,jung2,,,,
𤆥,匀,,wan4,,,,
𤆦,,,,,,,
𤆧,圡,,,,,,
𤆨,,,,,,,
𤆩,,,,,,,
𤆪,,,,,,,
𤆫,,,,,,,
𤆬,,,mou4,,,,
𤆭,,,,,,,
𤆮,,fū,,,,,
𤆯,,,,,,,
𤆰,,shì,,,,,
𤆱,,,,,,,
𤆲,,,,,,,
𤆳,,huì,,,,,
𤆴,,huāng,,,,,
𤆵,巴,pā,baa1,,,,
𤆶,,,,,,,
𤆷,化,,,,,,loá
𤆸,,,,,,,tom
𤆹,,,,,,,nhá
𤆺,孔,,,,,,hóng
𤆻,切,,,,,,thếp
𤆼,宁,zhǔ,,,,,
𤆽,丱,,,,,,
𤆾,,yí,,,,,
𤆿,叏,,,,,,
𤇀,囙,,,,,,
𤇁,,,,,,,
𤇂,,,,,,,
𤇃,厉,lì,,,,,
𤇄,闪,shǎn,,,,,
𤇅,,,,,,,
𤇆,囙,,,,,,
𤇇,,,,,,,
𤇈,,,,,,,
𤇉,,,,,,,
𤇊,平,,,,,,bừng
𤇋,,,,,,,
𤇌,,,,,,,kho
𤇍,术,,seot6,,,,
𤇎,,,,,,,
𤇏,,,,,,,
𤇐,,,,,,,
𤇑,,,,,,,
𤇒,,,,,,,
𤇓,,,,,,,
𤇔,,,,,,,
𤇕,,,,,,,
𤇖,,,,,,,
𤇗,,,,,,,
𤇘,,,,,,,
𤇙,,,,,,,
𤇚,,,,,,,
𤇛,,,,,,,
𤇜,民,mín,,,,,
𤇝,,,,,,,
𤇞,,gē,,,,,
𤇟,,,,,,,
𤇠,乎,hū,,,,,
𤇡,,,,,,,
𤇢,,,baak6,,,,vặc
𤇣,,,,,,,xên
𤇤,巧,,,,,,xáo
𤇥,,,,,,,lập
𤇦,,,,,,,mò
𤇧,仕,,,,,,sấy
𤇨,丕,,,,,,phơi
𤇩,,,,,,,tắt
𤇪,㐱,,,,,,chín
𤇫,,,,,,,
𤇬,,,,,,,
𤇭,,,,,,,
𤇮,乏,,,,,,bép
𤇯,,ēn,,,,,
𤇰,伐,fá,,,,,
𤇱,,,,,,,
𤇲,任,,,,,,nhúm
𤇳,戌,xù,,,,,nhũn
𤇴,,yí,,,,,
𤇵,,,,,,,
𤇶,,,,,,,
𤇷,,,,,,,
𤇸,,,,,,,
𤇹,,,,,,,
𤇺,,,,,,,
𤇻,,,,,,,
𤇼,安,,ngon1 on1,,,,
𤇽,,,,,,,
𤇾,,yìng,,,,,
𤇿,,,,,,,
𤈀,,,,,,,
𤈁,,,,,,,
𤈂,,,,,,,
𤈃,,,,,,,
𤈄,,,,,,,
𤈅,,,,,,,
𤈆,,,,,,,
𤈇,,,,,,,
𤈈,,,,,,,
𤈉,,,,,,,
𤈊,,,,,,,
𤈋,,,,,,,
𤈌,旫,,,,,,
𤈍,,,,,,,
𤈎,,,,,,,
𤈏,,,,,,,
𤈐,,,,,,,
𤈑,,,,,,,
𤈒,,,,,,,
𤈓,,,,,,,
𤈔,,chí,,,,,
𤈕,,,,,,,
𤈖,,,,,,,
𤈗,,,,,,,
